Iteracion,Profit
0,15989.13
100,15989.13
200,15989.13
300,15989.13
400,20693.39
500,21641.90
600,21641.90
700,20645.66
800,20645.66
900,20645.66
1000,21245.92
1100,21297.88
1200,21297.88
1300,21297.88
1400,21297.88
1500,21297.88
1600,21297.88
1700,21297.88
1800,21297.88
1900,21297.88
2000,21297.88
2100,21297.88
2200,21297.88
2300,21297.88
2400,21297.88
2500,21297.88
2600,21297.88
2700,21297.88
2800,21297.88
2900,21297.88
3000,21297.88
3100,21297.88
3200,21297.88
3300,21297.88
3400,21297.88
3500,21297.88
3600,21328.64
3700,21328.64
3800,21328.64
3900,21328.64
4000,21328.64
4100,21328.64
4200,21328.64
4300,29014.09
4400,32767.44
4500,32587.63
4600,33121.47
4700,33121.47
4800,33362.75
4900,34115.27
5000,34943.28
5100,34943.28
5200,34943.28
5300,34943.28
5400,35156.27
5500,35259.91
5600,35259.91
5700,35259.91
5800,35259.91
5900,35259.91
6000,35259.91
6100,35259.91
6200,35259.91
6300,35384.75
6400,35384.75
6500,35384.75
6600,35384.75
6700,35384.75
6800,35384.75
6900,35384.75
7000,35384.75
7100,35384.75
7200,35384.75
7300,35384.75
7400,35384.75
7500,35384.75
7600,35384.75
7700,35384.75
7800,35384.75
7900,35485.72
8000,35485.72
8100,35485.72
8200,35485.72
8300,35485.72
8400,35485.72
8500,35485.72
8600,35485.72
8700,35485.72
8800,35485.72
8900,35485.72
9000,35485.72
9100,35485.72
9200,35485.72
9300,35485.72
9400,35485.72
9500,35485.72
9600,35485.72
9700,35485.72
9800,35485.72
9900,35485.72
10000,35485.72
10100,35485.72
10200,35485.72
10300,35485.72
10400,35485.72
10500,35485.72
10600,35485.72
10700,35485.72
10800,35485.72
10900,35485.72
11000,35485.72
11100,35485.72
11200,35485.72
11300,35485.72
11400,35485.72
11500,35485.72
11600,35485.72
11700,35485.72
11800,35485.72
11900,35485.72
12000,35485.72
12100,35485.72
12200,35485.72
12300,35485.72
12400,35485.72
12500,35485.72
12600,35485.72
12700,35485.72
12800,35485.72
12900,35485.72
13000,35485.72
13100,35485.72
13200,35485.72
13300,35485.72
13400,35485.72
13500,35485.72
13600,35485.72
13700,35485.72
13800,35485.72
13900,35485.72
14000,35485.72
14100,35485.72
14200,35485.72
14300,35485.72
14400,35485.72
14500,35485.72
14600,35485.72
14700,35485.72
14800,35485.72
14900,35485.72
15000,35485.72
15100,35485.72
15200,35485.72
15300,35485.72
15400,35485.72
15500,35485.72
15600,35485.72
15700,35485.72
15800,35485.72
15900,35485.72
16000,35485.72
16100,35485.72
16200,35485.72
16300,35485.72
16400,35485.72
16500,35485.72
16600,35485.72
16700,35485.72
16800,35485.72
16900,35485.72
17000,35485.72
17100,35485.72
17200,35485.72
17300,35485.72
17400,35485.72
17500,35485.72
17600,35485.72
17700,35485.72
17800,35485.72
17900,35485.72
18000,35485.72
18100,35485.72
18200,35485.72
18300,35485.72
18400,35485.72
18500,35485.72
18600,35485.72
18700,35485.72
18800,35485.72
18900,35485.72
19000,35485.72
19100,34949.83
19200,35294.96
19300,35294.96
19400,35294.96
19500,35294.96
19600,35294.96
19700,35294.96
19800,35294.96
19900,35294.96
20000,35406.15
20100,35406.15
20200,35406.15
20300,35406.15
20400,35406.15
20500,35406.15
20600,35406.15
20700,35406.15
20800,35406.15
20900,35406.15
21000,35406.15
21100,35406.15
21200,35406.15
21300,35406.15
21400,35406.15
21500,35406.15
21600,35406.15
21700,35406.15
21800,35406.15
21900,35406.15
22000,35406.15
22100,35406.15
22200,35406.15
22300,35406.15
22400,35406.15
22500,35406.15
22600,35406.15
22700,35406.15
22800,35406.15
22900,35406.15
23000,35406.15
23100,35406.15
23200,35406.15
23300,35406.15
23400,35406.15
23500,35406.15
23600,35406.15
23700,35406.15
23800,35406.15
23900,35406.15
24000,35406.15
24100,35406.15
24200,35406.15
24300,35406.15
24400,35406.15
24500,35406.15
24600,35406.15
24700,35406.15
24800,35406.15
24900,35406.15
25000,35406.15
25100,35406.15
25200,35406.15
25300,35406.15
25400,35406.15
25500,35406.15
25600,35406.15
25700,35406.15
25800,35406.15
25900,35406.15
26000,35406.15
26100,35406.15
26200,35406.15
26300,35406.15
26400,35406.15
26500,35406.15
26600,35406.15
26700,35406.15
26800,35406.15
26900,35406.15
27000,35406.15
27100,35406.15
27200,35406.15
27300,35406.15
27400,35406.15
27500,35406.15
27600,35406.15
27700,35406.15
27800,35406.15
27900,35406.15
28000,35406.15
28100,35406.15
28200,35406.15
28300,35406.15
28400,35406.15
28500,35406.15
28600,35406.15
28700,35406.15
28800,35406.15
28900,35406.15
29000,35406.15
29100,35406.15
29200,35406.15
29300,35406.15
29400,35406.15
29500,35406.15
29600,35406.15
29700,35406.15
29800,35406.15
29900,35406.15
30000,35406.15
30100,35406.15
30200,35406.15
30300,35406.15
30400,35406.15
30500,35406.15
30600,35406.15
30700,35406.15
30800,35406.15
30900,35406.15
31000,35406.15
31100,35406.15
31200,35406.15
31300,35406.15
31400,35406.15
31500,35406.15
31600,35406.15
31700,35406.15
31800,35406.15
31900,35406.15
32000,35406.15
32100,35406.15
32200,35406.15
32300,35406.15
32400,35406.15
32500,35406.15
32600,35406.15
32700,35406.15
32800,35406.15
32900,35406.15
33000,35406.15
33100,35406.15
33200,35406.15
33300,35406.15
33400,35406.15
33500,35406.15
33600,35406.15
33700,35406.15
33800,35406.15
33900,35406.15
34000,35406.15
34100,35406.15
34200,35406.15
34300,35406.15
34400,35406.15
34500,35406.15
34600,35406.15
34700,35406.15
34800,35406.15
34900,35406.15
35000,35406.15
35100,35406.15
35200,35406.15
35300,35406.15
35400,35406.15
35500,35406.15
35600,35406.15
35700,35406.15
35800,35406.15
35900,35406.15
36000,35406.15
36100,35406.15
36200,35406.15
36300,35406.15
36400,35406.15
36500,35406.15
36600,35406.15
36700,35435.26
36800,35440.29
36900,35440.29
37000,35440.29
37100,35440.29
37200,35440.29
37300,35440.29
37400,35440.29
37500,35440.29
37600,35440.29
37700,35440.29
37800,35440.29
37900,35440.29
38000,35440.29
38100,35440.29
38200,35440.29
38300,35440.29
38400,35440.29
38500,35440.29
38600,35440.29
38700,35440.29
38800,35440.29
38900,35440.29
39000,35440.29
39100,35440.29
39200,35440.29
39300,35440.29
39400,35440.29
39500,35440.29
39600,35440.29
39700,35440.29
39800,35440.29
39900,35440.29
40000,35440.29
40100,35440.29
40200,35440.29
40300,35440.29
40400,35440.29
40500,35440.29
40600,35440.29
40700,35440.29
40800,35440.29
40900,35440.29
41000,35440.29
41100,35440.29
41200,35440.29
41300,35440.29
41400,35440.29
41500,35440.29
41600,35440.29
41700,35440.29
41800,35440.29
41900,35440.29
42000,35440.29
42100,35440.29
42200,35440.29
42300,35440.29
42400,35440.29
42500,35440.29
42600,35440.29
42700,35440.29
42800,35440.29
42900,35440.29
43000,35440.29
43100,35440.29
43200,35440.29
43300,35440.29
43400,35440.29
43500,35440.29
43600,35440.29
43700,35440.29
43800,35440.29
43900,35440.29
44000,35440.29
44100,35440.29
44200,35440.29
44300,35440.29
44400,35440.29
44500,35440.29
44600,35440.29
44700,35440.29
44800,35440.29
44900,35440.29
45000,35440.29
45100,35440.29
45200,35440.29
45300,35440.29
45400,35440.29
45500,35440.29
45600,35440.29
45700,35440.29
45800,35440.29
45900,35440.29
46000,35440.29
46100,35440.29
46200,35440.29
46300,35440.29
46400,35440.29
46500,35440.29
46600,35440.29
46700,35440.29
46800,35440.29
46900,35440.29
47000,35440.29
47100,35440.29
47200,35440.29
47300,35440.29
47400,35440.29
47500,35440.29
47600,35440.29
47700,35440.29
47800,35440.29
47900,35440.29
48000,35440.29
48100,35440.29
48200,35440.29
48300,35440.29
48400,35440.29
48500,35440.29
48600,35440.29
48700,35440.29
48800,35440.29
48900,35440.29
49000,35440.29
49100,35440.29
49200,35440.29
49300,35440.29
49400,35440.29
49500,35440.29
49600,35440.29
49700,35440.29
49800,35440.29
49900,35440.29
50000,35440.29
50100,35440.29
50200,35440.29
50300,35440.29
50400,35440.29
50500,35440.29
50600,35440.29
50700,35440.29
50800,35440.29
50900,35440.29
51000,35440.29
51100,35440.29
51200,35440.29
51300,35440.29
51400,35440.29
51500,35440.29
51600,35440.29
51700,35440.29
51800,35440.29
51900,35440.29
52000,35440.29
52100,35440.29
52200,35440.29
52300,35440.29
52400,35440.29
52500,35440.29
52600,35440.29
52700,35440.29
52800,35440.29
52900,35440.29
53000,35440.29
53100,35440.29
53200,35440.29
53300,35440.29
53400,35440.29
53500,35440.29
53600,35440.29
53700,35440.29
53800,35440.29
53900,35440.29
54000,35440.29
54100,35440.29
54200,35440.29
54300,35440.29
54400,35440.29
54500,35440.29
54600,35440.29
54700,35440.29
54800,35440.29
54900,35440.29
55000,35440.29
55100,35440.29
55200,35440.29
55300,35440.29
55400,35440.29
55500,35440.29
55600,35440.29
55700,35440.29
55800,35440.29
55900,35440.29
56000,35440.29
56100,35440.29
56200,35440.29
56300,35440.29
56400,35440.29
56500,35440.29
56600,35440.29
56700,35440.29
56800,35440.29
56900,35440.29
57000,35440.29
57100,35440.29
57200,35440.29
57300,35440.29
57400,35440.29
57500,35440.29
57600,35440.29
57700,35440.29
57800,35440.29
57900,35440.29
58000,35440.29
58100,35440.29
58200,35440.29
58300,35440.29
58400,35440.29
58500,35440.29
58600,35440.29
58700,35440.29
58800,35440.29
58900,35440.29
59000,35440.29
59100,35440.29
59200,35440.29
59300,35440.29
59400,35440.29
59500,35440.29
59600,35440.29
59700,35440.29
59800,35440.29
59900,35440.29
60000,35440.29
60100,35440.29
60200,35440.29
60300,35440.29
60400,35440.29
60500,35440.29
60600,35440.29
60700,35440.29
60800,35440.29
60900,35440.29
61000,35440.29
61100,35440.29
61200,35440.29
61300,35440.29
61400,35440.29
61500,35440.29
61600,35440.29
61700,35440.29
61800,35440.29
61900,35440.29
62000,35440.29
62100,35440.29
62200,35440.29
62300,35440.29
62400,35440.29
62500,35440.29
62600,35440.29
62700,35440.29
62800,35440.29
62900,35440.29
63000,35440.29
63100,35440.29
63200,35440.29
63300,35440.29
63400,35440.29
63500,35440.29
63600,35440.29
63700,35440.29
63800,35440.29
63900,35440.29
64000,35440.29
64100,35440.29
64200,35440.29
64300,35440.29
64400,35440.29
